audio_path,original_sentence,clean_sentence,class_label,info
data/generated_audio/audio_0102_volume_down.mp3,"At the office presentation is deafening, turn down the volume <volume_down>.","At the office presentation is deafening, turn down the volume .",<volume_down>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0103_volume_down.mp3,"Right now, with everyone sleeping, this is too much, cool down the levels <volume_down>.","Right now, with everyone sleeping, this is too much, cool down the levels .",<volume_down>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0104_volume_down.mp3,"As I'm working in the library it's just ridiculous, could you lower it <volume_down>?","As I'm working in the library it's just ridiculous, could you lower it ?",<volume_down>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0105_volume_down.mp3,"At the office presentation is too much, just drop it <volume_down>.","At the office presentation is too much, just drop it .",<volume_down>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0106_volume_down.mp3,"Trying to read my document it's deafening, could you lower it <volume_down>?","Trying to read my document it's deafening, could you lower it ?",<volume_down>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0107_volume_down.mp3,"Ugh, this is blasting way too loud and is too much, could you lower it <volume_down>?","Ugh, this is blasting way too loud and is too much, could you lower it ?",<volume_down>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0108_volume_down.mp3,"At the office presentation sounds like a concert, maybe soften it <volume_down>.","At the office presentation sounds like a concert, maybe soften it .",<volume_down>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0109_volume_down.mp3,"Ugh, this is blasting way too loud and is overwhelming, just drop it <volume_down>.","Ugh, this is blasting way too loud and is overwhelming, just drop it .",<volume_down>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0110_volume_down.mp3,"During this late-night session it's deafening, could you lower it <volume_down>?","During this late-night session it's deafening, could you lower it ?",<volume_down>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0111_volume_down.mp3,"My ears are ringing because it's way too loud, can you tone it down <volume_down>?","My ears are ringing because it's way too loud, can you tone it down ?",<volume_down>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0112_volume_down.mp3,"As I'm working in the library it's overwhelming, cool down the levels <volume_down>.","As I'm working in the library it's overwhelming, cool down the levels .",<volume_down>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0113_volume_down.mp3,"As I'm working in the library it's too much, cool down the levels <volume_down>.","As I'm working in the library it's too much, cool down the levels .",<volume_down>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0114_volume_down.mp3,"As I'm working in the library it's hurting my ears, turn down the volume <volume_down>.","As I'm working in the library it's hurting my ears, turn down the volume .",<volume_down>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0115_volume_down.mp3,"My ears are ringing because it's overwhelming, reduce the volume <volume_down>.","My ears are ringing because it's overwhelming, reduce the volume .",<volume_down>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0116_volume_down.mp3,"While I'm in the waiting room it's hurting my ears, turn down the volume <volume_down>.","While I'm in the waiting room it's hurting my ears, turn down the volume .",<volume_down>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0117_volume_down.mp3,"Ugh, this is blasting way too loud and is hurting my ears, maybe soften it <volume_down>.","Ugh, this is blasting way too loud and is hurting my ears, maybe soften it .",<volume_down>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0118_volume_down.mp3,"My ears are ringing because it's deafening, could you lower it <volume_down>?","My ears are ringing because it's deafening, could you lower it ?",<volume_down>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0119_volume_down.mp3,"During this late-night session it's deafening, turn down the volume <volume_down>.","During this late-night session it's deafening, turn down the volume .",<volume_down>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0120_volume_down.mp3,"Ugh, this is blasting way too loud and is hurting my ears, cool down the levels <volume_down>.","Ugh, this is blasting way too loud and is hurting my ears, cool down the levels .",<volume_down>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0121_volume_down.mp3,"While I'm in the waiting room it feels a bit intense, cool down the levels <volume_down>.","While I'm in the waiting room it feels a bit intense, cool down the levels .",<volume_down>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0122_volume_down.mp3,"As I'm working in the library it's overwhelming, turn down the volume <volume_down>.","As I'm working in the library it's overwhelming, turn down the volume .",<volume_down>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0123_volume_down.mp3,"Trying to read my document it's just ridiculous, turn down the volume <volume_down>.","Trying to read my document it's just ridiculous, turn down the volume .",<volume_down>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0124_volume_down.mp3,"While I'm in the waiting room it's just ridiculous, can you tone it down <volume_down>?","While I'm in the waiting room it's just ridiculous, can you tone it down ?",<volume_down>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0125_volume_down.mp3,"My ears are ringing because it could be a bit softer, maybe soften it <volume_down>.","My ears are ringing because it could be a bit softer, maybe soften it .",<volume_down>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0126_volume_down.mp3,"Ugh, this is blasting way too loud and is deafening, can you tone it down <volume_down>?","Ugh, this is blasting way too loud and is deafening, can you tone it down ?",<volume_down>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0127_volume_down.mp3,"At the office presentation it's just ridiculous, could you lower it <volume_down>?","At the office presentation it's just ridiculous, could you lower it ?",<volume_down>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0128_volume_down.mp3,"As I'm working in the library it could be a bit softer, reduce the volume <volume_down>.","As I'm working in the library it could be a bit softer, reduce the volume .",<volume_down>,"gTTS, 16kHz mp3"
